"STATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD"
"USC00441593","2008-03-30",,,"0.00","0.0","0.0","53","36","38",
"USC00441593","2008-03-31",,,"0.17","0.0","0.0","44","37","38",
"USC00441593","2008-05-01",,,"0.00","0.0","0.0","65","42","45",
"USC00441593","2008-05-02",,,"0.00","0.0","0.0","78","45","58",
"USC00441593","2008-05-03",,,"0.00","0.0","0.0","83","58","61",
"USC00441593","2008-05-04",,,"0.00","0.0","0.0","80","61","62",
"USC00441593","2008-05-05",,,"0.00","0.0","0.0","77","50","53",
"USC00441593","2008-05-06",,,"0.00","0.0","0.0","75","53","57",
"USC00441593","2008-05-07",,,"0.00","0.0","0.0","77","55","60",
"USC00441593","2008-05-08",,,"0.00","0.0","0.0","83","60","64",
"USC00441593","2008-05-09",,,"3.21","0.0","0.0","75","60","62",
"USC00441593","2008-05-10",,,"0.21","0.0","0.0","70","54","56",
"USC00441593","2008-05-11",,,"0.00","0.0","0.0","64","47","49",
"USC00441593","2008-05-12",,,"0.83","0.0","0.0","54","44","45",
"USC00441593","2008-05-13",,,"0.01","0.0","0.0","57","45","49",
"USC00441593","2008-05-14",,,"0.00","0.0","0.0","71","49","55",
"USC00441593","2008-05-15",,,"0.00","0.0","0.0","71","55","62",
"USC00441593","2008-05-16",,,"0.30","0.0","0.0","80","60","61",
"USC00441593","2008-05-17",,,"0.01","0.0","0.0","77","49","54",
"USC00441593","2008-05-18",,,"0.00","0.0","0.0","76","54","58",
"USC00441593","2008-05-19",,,"0.09","0.0","0.0","66","50","52",
"USC00441593","2008-05-20",,,"0.21","0.0","0.0","71","48","48",
"USC00441593","2008-05-21",,,"0.04","0.0","0.0","70","48","52",
"USC00441593","2008-05-22",,,"0.00","0.0","0.0","70","51","54",
"USC00441593","2008-05-23",,,"0.00","0.0","0.0","73","51","53",
"USC00441593","2008-05-24",,,"0.00","0.0","0.0","75","53","56",
"USC00441593","2008-05-25",,,"0.00","0.0","0.0","74","56","57",
"USC00441593","2008-05-26",,,"0.00","0.0","0.0","78","56","58",
"USC00441593","2008-05-27",,,"0.00","0.0","0.0","85","58","67",
"USC00441593","2008-05-28",,,"0.02","0.0","0.0","80","57","57",
"USC00441593","2008-05-29",,,"0.00","0.0","0.0","70","48","52",
"USC00441593","2008-05-30",,,"0.00","0.0","0.0","79","52","61",
"USC00441593","2008-05-31",,,"0.00","0.0","0.0","86","61","69",
"USC00441593","2008-06-01",,,"0.07","0.0","0.0","88","69","70",
"USC00441593","2008-06-02",,,"0.01","0.0","0.0","87","60","62",
"USC00441593","2008-06-03",,,"0.00","0.0","0.0","82","60","62",
"USC00441593","2008-06-04",,,"0.65","0.0","0.0","82","62","66",
"USC00441593","2008-06-05",,,"0.16","0.0","0.0","87","66","73",
"USC00441593","2008-06-06",,,"0.00","0.0","0.0","90","71","72",
"USC00441593","2008-06-07",,,"0.00","0.0","0.0","91","72","76",
"USC00441593","2008-06-08",,,"0.00","0.0","0.0","97","75","77",
"USC00441593","2008-06-09",,,"0.00","0.0","0.0","97","76","78",
"USC00441593","2008-06-10",,,"0.00","0.0","0.0","97","76","77",
"USC00441593","2008-06-11",,,"0.00","0.0","0.0","97","70","71",
"USC00441593","2008-06-12",,,"0.00","0.0","0.0","87","64","67",
"USC00441593","2008-06-13",,,"0.00","0.0","0.0","90","67","72",
"USC00441593","2008-06-14",,,"0.00","0.0","0.0","90","68","69",
"USC00441593","2008-06-15",,,"0.37","0.0","0.0","93","66","68",
"USC00441593","2008-06-16",,,"0.06","0.0","0.0","85","65","71",
"USC00441593","2008-06-17",,,"0.09","0.0","0.0","89","61","65",
"USC00441593","2008-06-18",,,"0.00","0.0","0.0","81","58","60",
"USC00441593","2008-06-19",,,"0.00","0.0","0.0","82","56","59",
"USC00441593","2008-06-20",,,"0.00","0.0","0.0","80","57","61",
"USC00441593","2008-06-21",,,"0.00","0.0","0.0","85","61","69",
"USC00441593","2008-06-22",,,"0.02","0.0","0.0","89","62","65",
"USC00441593","2008-06-23",,,"0.24","0.0","0.0","88","62","64",
"USC00441593","2008-06-24",,,"0.24","0.0","0.0","86","62","64",
"USC00441593","2008-06-25",,,"0.00","0.0","0.0","85","62","65",
"USC00441593","2008-06-26",,,"0.00","0.0","0.0","88","65","72",
"USC00441593","2008-06-27",,,"0.00","0.0","0.0","96","72","76",
"USC00441593","2008-06-28",,,"0.00","0.0","0.0","94","70","72",
"USC00441593","2008-06-29",,,"0.00","0.0","0.0","95","70","73",
"USC00441593","2008-06-30",,,"0.20","0.0","0.0","87","64","74",
"USC00441593","2008-07-01",,,"0.14","0.0","0.0","84","61","63",
"USC00441593","2008-07-02",,,"0.00","0.0","0.0","79","62","64",
"USC00441593","2008-07-03",,,"0.00","0.0","0.0","88","64","67",
"USC00441593","2008-07-04",,,"0.00","0.0","0.0","92","67","70",
"USC00441593","2008-07-05",,,"0.92","0.0","0.0","87","65","66",
"USC00441593","2008-07-06",,,"3.09","0.0","0.0","83","66","67",
"USC00441593","2008-07-07",,,"0.02","0.0","0.0","83","66","67",
"USC00441593","2008-07-08",,,"0.47","0.0","0.0","85","65","67",
"USC00441593","2008-07-09",,,"0.15","0.0","0.0","87","67","68",
"USC00441593","2008-07-10",,,"1.61","0.0","0.0","82","68","72",
"USC00441593","2008-07-11",,,"0.00","0.0","0.0","84","66","69",
"USC00441593","2008-07-12",,,"0.00","0.0","0.0","88","69","71",
"USC00441593","2008-07-13",,,"0.00","0.0","0.0","89","68","70",
"USC00441593","2008-07-14",,,"0.15","0.0","0.0","91","69","71",
"USC00441593","2008-07-15",,,"0.00","0.0","0.0","86","67","69",
"USC00441593","2008-07-16",,,"0.00","0.0","0.0","85","66","67",
"USC00441593","2008-07-17",,,"0.00","0.0","0.0","87","67","70",
"USC00441593","2008-07-18",,,"0.00","0.0","0.0","91","68","71",
"USC00441593","2008-07-19",,,"0.00","0.0","0.0","92","69","71",
"USC00441593","2008-07-20",,,"0.00","0.0","0.0","92","71","73",
"USC00441593","2008-07-21",,,"0.00","0.0","0.0","94","72","75",
"USC00441593","2008-07-22",,,"0.00","0.0","0.0","95","73","75",
"USC00441593","2008-07-23",,,"0.01","0.0","0.0","95","71","72",
"USC00441593","2008-07-24",,,"0.02","0.0","0.0","85","62","65",
"USC00441593","2008-07-25",,,"0.00","0.0","0.0","84","62","64",
"USC00441593","2008-07-26",,,"0.00","0.0","0.0","87","64","68",
"USC00441593","2008-07-27",,,"0.00","0.0","0.0","90","68","72",
"USC00441593","2008-07-28",,,"0.01","0.0","0.0","91","67","68",
"USC00441593","2008-07-29",,,"0.02","0.0","0.0","86","68","69",
"USC00441593","2008-07-30",,,"0.00","0.0","0.0","94","69","74",
"USC00441593","2008-07-31",,,"0.00","0.0","0.0","96","74","77",
"USC00441593","2008-08-01",,,"0.02","0.0","0.0","81","70","73",
"USC00441593","2008-08-02",,,"0.00","0.0","0.0","95","73","75",
"USC00441593","2008-08-03",,,"0.01","0.0","0.0","96","66","68",
"USC00441593","2008-08-04",,,"0.00","0.0","0.0","88","67","67",
"USC00441593","2008-08-05",,,"0.00","0.0","0.0","94","67","72",
"USC00441593","2008-08-06",,,"0.00","0.0","0.0","87","72","75",
"USC00441593","2008-08-07",,,"0.00","0.0","0.0","97","71","73",
"USC00441593","2008-08-08",,,"0.04","0.0","0.0","91","66","68",
"USC00441593","2008-08-09",,,"0.00","0.0","0.0","85","63","63",
"USC00441593","2008-08-10",,,"0.00","0.0","0.0","87","61","65",
"USC00441593","2008-08-11",,,"0.05","0.0","0.0","91","60","62",
"USC00441593","2008-08-12",,,"0.00","0.0","0.0","79","60","62",
"USC00441593","2008-08-13",,,"0.00","0.0","0.0","88","62","64",
"USC00441593","2008-08-14",,,"0.05","0.0","0.0","85","62","64",
"USC00441593","2008-08-15",,,"0.00","0.0","0.0","89","63","66",
"USC00441593","2008-08-16",,,"0.02","0.0","0.0","80","63","65",
"USC00441593","2008-08-17",,,"0.00","0.0","0.0","86","63","66",
"USC00441593","2008-08-18",,,"0.00","0.0","0.0","88","64","67",
"USC00441593","2008-08-19",,,"0.00","0.0","0.0","91","67","68",
"USC00441593","2008-08-20",,,"0.00","0.0","0.0","94","65","65",
"USC00441593","2008-08-21",,,"0.00","0.0","0.0","84","65","67",
"USC00441593","2008-08-22",,,"0.00","0.0","0.0","87","59","60",
"USC00441593","2008-08-23",,,"0.00","0.0","0.0","88","60","66",
"USC00441593","2008-08-24",,,"0.00","0.0","0.0","88","65","66",
"USC00441593","2008-08-25",,,"0.00","0.0","0.0","91","66","68",
"USC00441593","2008-08-26",,,"0.00","0.0","0.0","90","67","68",
"USC00441593","2008-08-27",,,"0.12","0.0","0.0","76","63","63",
"USC00441593","2008-08-28",,,"4.99","0.0","0.0","64","58","63",
"USC00441593","2008-08-29",,,"0.46","0.0","0.0","70","63","67",
"USC00441593","2008-08-30",,,"0.00","0.0","0.0","82","67","68",
"USC00441593","2008-08-31",,,"0.02","0.0","0.0","90","68","71",
"USC00441593","2008-09-01",,,"0.00","0.0","0.0","79","61","62",
"USC00441593","2008-09-02",,,"0.00","0.0","0.0","85","62","64",
"USC00441593","2008-09-03",,,"0.00","0.0","0.0","87","64","66",
"USC00441593","2008-09-04",,,"0.00","0.0","0.0","92","66","69",
"USC00441593","2008-09-05",,,"0.00","0.0","0.0","91","65","66",
"USC00441593","2008-09-06",,,"1.37","0.0","0.0","87","66","66",
"USC00441593","2008-09-07",,,"1.18","0.0","0.0","77","62","63",
"USC00441593","2008-09-08",,,"0.00","0.0","0.0","82","63","66",
"USC00441593","2008-09-09",,,"0.00","0.0","0.0","86","66","69",
"USC00441593","2008-09-10",,,"0.18","0.0","0.0","75","58","58",
"USC00441593","2008-09-11",,,"0.01","0.0","0.0","68","58","63",
"USC00441593","2008-09-12",,,"0.10","0.0","0.0","66","63","66",
"USC00441593","2008-09-13",,,"0.02","0.0","0.0","78","66","72",
"USC00441593","2008-09-14",,,"0.00","0.0","0.0","91","70","70",
"USC00441593","2008-09-15",,,"0.00","0.0","0.0","89","70","72",
"USC00441593","2008-09-16",,,"0.00","0.0","0.0","82","63","63",
"USC00441593","2008-09-17",,,"0.00","0.0","0.0","72","56","58",
"USC00441593","2008-09-18",,,"0.00","0.0","0.0","76","58","61",
"USC00441593","2008-09-19",,,"0.00","0.0","0.0","79","58","59",
"USC00441593","2008-09-20",,,"0.00","0.0","0.0","71","53","55",
"USC00441593","2008-09-21",,,"0.00","0.0","0.0","71","53","53",
"USC00441593","2008-09-22",,,"0.00","0.0","0.0","78","53","58",
"USC00441593","2008-09-23",,,"0.00","0.0","0.0","79","58","62",
"USC00441593","2008-09-24",,,"0.00","0.0","0.0","72","52","52",
"USC00441593","2008-09-25",,,"0.00","0.0","0.0","71","52","54",
"USC00441593","2008-09-26",,,"1.07","0.0","0.0","58","54","57",
"USC00441593","2008-09-27",,,"0.74","0.0","0.0","65","56","65",
"USC00441593","2008-09-28",,,"0.20","0.0","0.0","76","62","62",
"USC00441593","2008-09-29",,,"0.00","0.0","0.0","77","62","63",
"USC00441593","2008-09-30",,,"0.00","0.0","0.0","79","60","60",
"USC00441593","2008-10-01",,,"0.00","0.0","0.0","76","56","58",
"USC00441593","2008-10-02",,,"0.02","0.0","0.0","69","48","49",
"USC00441593","2008-10-03",,,"0.00","0.0","0.0","68","49","51",
"USC00441593","2008-10-04",,,"0.00","0.0","0.0","73","51","51",
"USC00441593","2008-10-05",,,"0.00","0.0","0.0","74","51","56",
"USC00441593","2008-10-06",,,"0.00","0.0","0.0","79","52","53",
"USC00441593","2008-10-07",,,"0.00","0.0","0.0","71","47","48",
"USC00441593","2008-10-08",,,"0.00","0.0","0.0","65","48","52",
"USC00441593","2008-10-09",,,"0.02","0.0","0.0","64","52","59",
"USC00441593","2008-10-10",,,"0.01","0.0","0.0","80","58","58",
"USC00441593","2008-10-11",,,"0.00","0.0","0.0","75","53","53",
"USC00441593","2008-10-12",,,"0.00","0.0","0.0","72","50","51",
"USC00441593","2008-10-13",,,"0.00","0.0","0.0","76","50","55",
"USC00441593","2008-10-14",,,"0.00","0.0","0.0","79","55","64",
"USC00441593","2008-10-15",,,"0.00","0.0","0.0","85","64","67",
"USC00441593","2008-10-16",,,"0.00","0.0","0.0","83","65","65",
"USC00441593","2008-10-17",,,"0.37","0.0","0.0","79","49","49",
"USC00441593","2008-10-18",,,"0.08","0.0","0.0","53","43","43",
"USC00441593","2008-10-19",,,"0.00","0.0","0.0","56","40","41",
"USC00441593","2008-10-20",,,"0.00","0.0","0.0","58","38","38",
"USC00441593","2008-10-21",,,"0.00","0.0","0.0","66","38","51",
"USC00441593","2008-10-22",,,"0.00","0.0","0.0","66","40","40",
"USC00441593","2008-10-23",,,"0.00","0.0","0.0","60","33","33",
"USC00441593","2008-10-24",,,"0.00","0.0","0.0","58","33","45",
"USC00441593","2008-10-25",,,"0.32","0.0","0.0","57","45","57",
"USC00441593","2008-10-26",,,"1.31","0.0","0.0","63","44","45",
"USC00441593","2008-10-27",,,"0.00","0.0","0.0","65","45","49",
"USC00441593","2008-10-28",,,"0.01","0.0","0.0","49","39","42",
"USC00441593","2008-10-29",,,"0.00","0.0","0.0","50","38","38",
"USC00441593","2008-10-30",,,"0.00","0.0","0.0","54","35","35",
"USC00441593","2008-10-31",,,"0.00","0.0","0.0","57","35","38",
"USC00441593","2008-11-01",,,"0.00","0.0","0.0","69","37","53",
"USC00441593","2008-11-02",,,"0.00","0.0","0.0","76","50","51",
"USC00441593","2008-11-03",,,"0.00","0.0","0.0","64","49","49",
"USC00441593","2008-11-04",,,"0.00","0.0","0.0","60","49","52",
"USC00441593","2008-11-05",,,"0.13","0.0","0.0","57","52","55",
"USC00441593","2008-11-06",,,"0.00","0.0","0.0","68","55","59",
"USC00441593","2008-11-07",,,"0.00","0.0","0.0","69","55","56",
"USC00441593","2008-11-08",,,"0.00","0.0","0.0","76","55","57",
"USC00441593","2008-11-09",,,"0.00","0.0","0.0","67","43","44",
"USC00441593","2008-11-10",,,"0.00","0.0","0.0","57","39","40",
"USC00441593","2008-11-11",,,"0.00","0.0","0.0","55","30","32",
"USC00441593","2008-11-12",,,"0.01","0.0","0.0","50","32","40",
"USC00441593","2008-11-13",,,"0.11","0.0","0.0","48","39","41",
"USC00441593","2008-11-14",,,"1.07","0.0","0.0","49","41","49",
"USC00441593","2008-11-15",,,"0.51","0.0","0.0","56","49","55",
"USC00441593","2008-11-16",,,"0.64","0.0","0.0","64","41","42",
"USC00441593","2008-11-17",,,"0.00","0.0","0.0","49","32","32",
"USC00441593","2008-11-18",,,"0.00","0.2","0.0","45","29","30",
"USC00441593","2008-11-19",,,"0.00","0.0","0.0","40","25","25",
"USC00441593","2008-11-20",,,"0.00","0.0","0.0","37","25","35",
"USC00441593","2008-11-21",,,"0.00","0.0","0.0","46","29","30",
"USC00441593","2008-11-22",,,"0.00","0.0","0.0","37","23","23",
"USC00441593","2008-11-23",,,"0.00","0.0","0.0","40","23","25",
"USC00441593","2008-11-24",,,"0.00","0.0","0.0","43","25","29",
"USC00441593","2008-11-25",,,"0.15","0.0","0.0","50","29","35",
"USC00441593","2008-11-26",,,"0.00","0.0","0.0","45","35","36",
"USC00441593","2008-11-27",,,"0.00","0.0","0.0","47","29","30",
"USC00441593","2008-11-28",,,"0.00","0.0","0.0","51","30","46",
"USC00441593","2008-11-29",,,"0.00","0.0","0.0","54","34","34",
"USC00441593","2008-11-30",,,"0.34","0.0","0.0","47","34","34",
"USC00441593","2008-12-01",,,"0.46","0.0","0.0","39","34","39",
"USC00441593","2008-12-02",,,"0.02","0.0","0.0","47","29","31",
"USC00441593","2008-12-03",,,"0.00","0.0","0.0","41","29","29",
"USC00441593","2008-12-04",,,"0.00","0.0","0.0","47","29","34",
"USC00441593","2008-12-05",,,"0.06","0.0","0.0","52","31","31",
"USC00441593","2008-12-06",,,"0.00","0.0","0.0","41","20","22",
"USC00441593","2008-12-07",,,"0.00","0.0","0.0","32","22","31",
"USC00441593","2008-12-08",,,"0.00","0.0","0.0","35","21","24",
"USC00441593","2008-12-09",,,"0.00","0.0","0.0","32","24","32",
"USC00441593","2008-12-10",,,"0.21","0.0","0.0","54","32","54",
"USC00441593","2008-12-11",,,"0.17","0.0","0.0","61","43","44",
"USC00441593","2008-12-12",,,"1.60","0.0","0.0","44","37","40",
"USC00441593","2008-12-13",,,"0.00","0.0","0.0","46","26","27",
"USC00441593","2008-12-14",,,"0.00","0.0","0.0","42","27","30",
"USC00441593","2008-12-15",,,"0.10","0.0","0.0","49","30","44",
"USC00441593","2008-12-16",,,"0.06","0.0","0.0","58","39","39",
"USC00441593","2008-12-17",,,"0.46","0.0","0.0","40","32","36",
"USC00441593","2008-12-18",,,"0.01","0.0","0.0","53","36","40",
"USC00441593","2008-12-19",,,"0.02","0.0","0.0","41","39","39",
"USC00441593","2008-12-20",,,"0.07","0.0","0.0","60","39","41",
"USC00441593","2008-12-21",,,"0.34","0.0","0.0","41","31","31",
"USC00441593","2008-12-22",,,"0.04","0.0","0.0","44","15","15",
"USC00441593","2008-12-23",,,"0.00","0.0","0.0","31","15","15",
"USC00441593","2008-12-24",,,"0.00","0.0","0.0","34","15","34",
"USC00441593","2008-12-25",,,"0.00","0.0","0.0","56","34","44",
"USC00441593","2008-12-26",,,"0.00","0.0","0.0","56","29","29",
"USC00441593","2008-12-27",,,"0.01","0.0","0.0","38","29","38",
"USC00441593","2008-12-28",,,"0.00","0.0","0.0","61","38","57",
"USC00441593","2008-12-29",,,"0.00","0.0","0.0","66","43","43",
"USC00441593","2008-12-30",,,"0.00","0.0","0.0","54","42","43",
"USC00441593","2008-12-31",,,"0.00","0.0","0.0","59","39","48",
"USC00441593","2009-01-01",,,"0.00","0.0","0.0","48","18","19",
"USC00441593","2009-01-02",,,"0.00","0.0","0.0","37","19","28",
"USC00441593","2009-01-03",,,"0.00","0.0","0.0","47","28","36",
"USC00441593","2009-01-04",,,"0.00","0.0","0.0","51","33","34",
"USC00441593","2009-01-05",,,"0.00","0.0","0.0","50","34","47",
"USC00441593","2009-01-06",,,"0.01","0.0","0.0","54","31","32",
"USC00441593","2009-01-07",,,"1.26","0.0","0.0","32","31","32",
"USC00441593","2009-01-08",,,"0.16","0.0","0.0","43","32","33",
"USC00441593","2009-01-09",,,"0.00","0.0","0.0","43","25","25",
"USC00441593","2009-01-10",,,"0.00","0.0","0.0","42","25","29",
"USC00441593","2009-01-11",,,"0.12","0.0","0.0","47","29","43",
"USC00441593","2009-01-12",,,"0.00","0.0","0.0","46","27","28",
"USC00441593","2009-01-13",,,"0.00","0.0","0.0","41","26","26",
"USC00441593","2009-01-14",,,"0.00","0.0","0.0","38","21","21",
"USC00441593","2009-01-15",,,"0.00","0.0","0.0","34","21","29",
"USC00441593","2009-01-16",,,"0.00","0.0","0.0","29","8","8",
"USC00441593","2009-01-17",,,"0.00","0.0","0.0","20","5","6",
"USC00441593","2009-01-18",,,"0.00","0.0","0.0","27","6","27",
"USC00441593","2009-01-19",,,"0.00","0.0","0.0","37","27","27",
"USC00441593","2009-01-20",,,"0.00","0.0","0.0","41","18","18",
"USC00441593","2009-01-21",,,"0.00","0.0","0.0","30","17","17",
"USC00441593","2009-01-22",,,"0.00","0.0","0.0","35","17","29",
"USC00441593","2009-01-23",,,"0.00","0.0","0.0","48","29","41",
"USC00441593","2009-01-24",,,"0.00","0.0","0.0","60","41","45",
"USC00441593","2009-01-25",,,"0.00","0.0","0.0","47","18","19",
"USC00441593","2009-01-26",,,"0.00","0.0","0.0","33","19","25",
"USC00441593","2009-01-27",,,"0.06","0.1","0.0","33","25","27",
"USC00441593","2009-01-28",,,"0.43","0.5","1.0","29","27","29",
"USC00441593","2009-01-29",,,"0.05","0.0","0.0","44","29","29",
"USC00441593","2009-01-30",,,"0.00","0.0","0.0","42","29","32",
"USC00441593","2009-01-31",,,"0.00","0.0","0.0","42","23","23",
"USC00441593","2009-02-01",,,"0.00","0.0","0.0","40","23","33",
"USC00441593","2009-02-02",,,"0.00","0.0","0.0","63","33","38",
"USC00441593","2009-02-03",,,"0.28","2.9","3.0","62","26","26",
"USC00441593","2009-02-04",,,"0.00","0.0","1.0","39","22","23",
"USC00441593","2009-02-05",,,"0.00","0.0","1.0","31","13","13",
"USC00441593","2009-02-06",,,"0.00","0.0","0.0","28","13","17",
"USC00441593","2009-02-07",,,"0.00","0.0","0.0","48","17","40",
"USC00441593","2009-02-08",,,"0.00","0.0","0.0","67","40","57",
"USC00441593","2009-02-09",,,"0.00","0.0","0.0","69","37","37",
"USC00441593","2009-02-10",,,"0.00","0.0","0.0","56","37","40",
"USC00441593","2009-02-11",,,"0.00","0.0","0.0","65","40","51",
"USC00441593","2009-02-12",,,"0.33","0.0","0.0","71","51","52",
"USC00441593","2009-02-13",,,"0.00","0.0","0.0","58","44","45",
"USC00441593","2009-02-14",,,"0.00","0.0","0.0","61","32","32",
"USC00441593","2009-02-15",,,"0.00","0.0","0.0","56","32","34",
"USC00441593","2009-02-16",,,"0.00","0.0","0.0","47","28","30",
"USC00441593","2009-02-17",,,"0.00","0.0","0.0","38","25","26",
"USC00441593","2009-02-18",,,"0.06","0.1","0.0","44","26","32",
"USC00441593","2009-02-19",,,"0.13","0.0","0.0","45","32","44",
"USC00441593","2009-02-20",,,"0.00","0.0","0.0","48","19","21",
"USC00441593","2009-02-21",,,"0.00","0.0","0.0","39","21","28",
"USC00441593","2009-02-22",,,"0.00","0.0","0.0","48","28","36",
"USC00441593","2009-02-23",,,"0.00","0.0","0.0","43","22","24",
"USC00441593","2009-02-24",,,"0.00","0.0","0.0","37","19","21",
"USC00441593","2009-02-25",,,"0.00","0.0","0.0","44","21","27",
"USC00441593","2009-02-26",,,"0.00","0.0","0.0","54","27","38",
"USC00441593","2009-02-27",,,"0.00","0.0","0.0","62","38","51",
"USC00441593","2009-02-28",,,"0.02","0.0","0.0","57","39","39",
"USC00441593","2009-03-01",,,"0.15","0.9","1.0","39","29","30",
"USC00441593","2009-03-02",,,"0.26","4.0","4.0","34","20","21",
"USC00441593","2009-03-03",,,"0.00","0.0","3.0","30","11","14",
"USC00441593","2009-03-04",,,"0.00","0.0","3.0","35","14","23",
"USC00441593","2009-03-05",,,"0.00","0.0","2.0","39","23","29",
"USC00441593","2009-03-06",,,"0.00","0.0","0.0","55","29","42",
"USC00441593","2009-03-07",,,"0.00","0.0","0.0","71","42","59",
"USC00441593","2009-03-08",,,"0.00","0.0","0.0","76","58","66",
"USC00441593","2009-03-09",,,"0.00","0.0","0.0","83","62","62",
"USC00441593","2009-03-10",,,"0.00","0.0","0.0","78","38","38",
"USC00441593","2009-03-11",,,"0.00","0.0","0.0","53","38","44",
"USC00441593","2009-03-12",,,"0.00","0.0","0.0","79","40","40",
"USC00441593","2009-03-13",,,"0.15","0.7","1.0","48","32","32",
"USC00441593","2009-03-14",,,"0.03","0.0","0.0","34","31","34",
"USC00441593","2009-03-15",,,"0.43","0.0","0.0","38","34","37",
"USC00441593","2009-03-16",,,"0.20","0.0","0.0","43","37","41",
"USC00441593","2009-03-17",,,"0.53","0.0","0.0","49","40","40",
"USC00441593","2009-03-18",,,"0.00","0.0","0.0","57","40","41",
"USC00441593","2009-03-19",,,"0.00","0.0","0.0","70","41","48",
"USC00441593","2009-03-20",,,"0.02","0.0","0.0","59","36","36",
"USC00441593","2009-03-21",,,"0.00","0.0","0.0","51","29","31",
"USC00441593","2009-03-22",,,"0.00","0.0","0.0","52","31","34",
"USC00441593","2009-03-23",,,"0.00","0.0","0.0","64","34","36",
"USC00441593","2009-03-24",,,"0.00","0.0","0.0","58","28","28",
"USC00441593","2009-03-25",,,"0.00","0.0","0.0","51","28","36",
"USC00441593","2009-03-26",,,"0.25","0.0","0.0","45","36","37",
"USC00441593","2009-03-27",,,"0.24","0.0","0.0","52","37","41",
"USC00441593","2009-03-28",,,"0.44","0.0","0.0","56","41","47",
"USC00441593","2009-03-29",,,"0.17","0.0","0.0","55","47","48",
"USC00441593","2009-03-30",,,"0.00","0.0","0.0","74","41","41",
"USC00441593","2009-03-31",,,"0.00","0.0","0.0","65","38","38",
"USC00441593","2009-04-01",,,"0.00","0.0","0.0","65","38","46",
"USC00441593","2009-04-02",,,"0.19","0.0","0.0","49","44","46",
"USC00441593","2009-04-03",,,"0.51","0.0","0.0","59","46","59",
"USC00441593","2009-04-04",,,"0.15","0.0","0.0","70","45","46",
"USC00441593","2009-04-05",,,"0.00","0.0","0.0","73","46","52",
"USC00441593","2009-04-06",,,"0.01","0.0","0.0","77","52","58",
"USC00441593","2009-04-07",,,"0.05","0.0","0.0","65","35","36",
"USC00441593","2009-04-08",,,"0.00","0.0","0.0","45","32","34",
"USC00441593","2009-04-09",,,"0.00","0.0","0.0","58","34","43",
"USC00441593","2009-04-10",,,"0.00","0.0","0.0","66","43","47",
"USC00441593","2009-04-11",,,"0.07","0.0","0.0","74","47","53",
"USC00441593","2009-04-12",,,"0.01","0.0","0.0","58","37","37",
"USC00441593","2009-04-13",,,"0.00","0.0","0.0","62","37","40",
"USC00441593","2009-04-14",,,"0.48","0.0","0.0","51","40","43",
"USC00441593","2009-04-15",,,"0.03","0.0","0.0","50","43","45",
"USC00441593","2009-04-16",,,"0.14","0.0","0.0","55","38","42",
"USC00441593","2009-04-17",,,"0.00","0.0","0.0","65","42","49",
"USC00441593","2009-04-18",,,"0.00","0.0","0.0","76","49","56",
"USC00441593","2009-04-19",,,"0.00","0.0","0.0","80","56","62",
"USC00441593","2009-04-20",,,"1.28","0.0","0.0","77","47","47",
"USC00441593","2009-04-21",,,"0.24","0.0","0.0","54","47","49",
"USC00441593","2009-04-22",,,"0.08","0.0","0.0","67","44","44",
"USC00441593","2009-04-23",,,"0.00","0.0","0.0","57","44","49",
"USC00441593","2009-04-24",,,"0.00","0.0","0.0","70","46","49",
"USC00441593","2009-04-25",,,"0.00","0.0","0.0","82","49","64",
"USC00441593","2009-04-26",,,"0.00","0.0","0.0","94","64","69",
"USC00441593","2009-04-27",,,"0.00","0.0","0.0","92","64","66",
"USC00441593","2009-04-28",,,"0.00","0.0","0.0","91","61","62",
"USC00441593","2009-04-29",,,"0.00","0.0","0.0","87","62","63",
"USC00441593","2009-04-30",,,"0.08","0.0","0.0","64","47","49",
"USC00441593","2009-05-01",,,"0.02","0.0","0.0","60","49","60",
"USC00441593","2009-05-02",,,"0.00","0.0","0.0","76","60","64",
"USC00441593","2009-05-03",,,"0.16","0.0","0.0","76","57","57",
"USC00441593","2009-05-04",,,"1.04","0.0","0.0","57","53","53",
"USC00441593","2009-05-05",,,"0.13","0.0","0.0","60","51","52",
"USC00441593","2009-05-06",,,"0.20","0.0","0.0","57","52","54",
"USC00441593","2009-05-07",,,"1.62","0.0","0.0","61","54","61",
"USC00441593","2009-05-08",,,"0.12","0.0","0.0","79","59","61",
"USC00441593","2009-05-09",,,"0.08","0.0","0.0","79","61","66",
"USC00441593","2009-05-10",,,"0.00","0.0","0.0","84","57","59",
"USC00441593","2009-05-11",,,"0.00","0.0","0.0","77","54","54",
"USC00441593","2009-05-12",,,"0.37","0.0","0.0","60","47","49",
"USC00441593","2009-05-13",,,"0.00","0.0","0.0","70","49","51",
"USC00441593","2009-05-14",,,"0.00","0.0","0.0","73","51","57",
"USC00441593","2009-05-15",,,"0.27","0.0","0.0","75","57","63",
"USC00441593","2009-05-16",,,"0.00","0.0","0.0","77","63","66",
"USC00441593","2009-05-17",,,"1.67","0.0","0.0","81","56","56",
"USC00441593","2009-05-18",,,"0.02","0.0","0.0","61","45","46",
"USC00441593","2009-05-19",,,"0.00","0.0","0.0","64","41","45",
"USC00441593","2009-05-20",,,"0.00","0.0","0.0","70","45","49",
